0,0,0,0.5
-123.2917571,5,14.21825631,-0.4
-123.2917571,5,14.21825631,-0.4
-123.2917571,5,14.21825631,-0.4
-123.3049365,5,14.21996513,-0.4
-123.3312834,5,14.22338012,-0.4
-123.3707739,5,14.2285092,-0.4
-123.4233722,5,14.23536612,-0.4
-123.4890305,2.5,14.25633412,-0.1
-123.5676892,2.5,14.37364785,-0.1
-123.6592769,2.5,14.51235732,-0.1
-119.9374721,5,14.66394846,-0.4
-116.2195886,5,14.80206469,-0.4
-101.046042,5,14.92515199,-0.4
-85.88235534,5,14.97614574,-0.4
-70.72055699,5,14.95017494,-0.4
-55.55255373,5,15.0338765,-0.4
-40.37065301,5,15.09361982,-0.4
-25.16806719,5,15.07562538,-0.4
-9.939374286,2.5,15.31587457,0
5.319091673,2.5,15.55521492,0
5.330075176,2.5,15.73501318,0
5.341104001,2.5,15.91036644,0
5.352178429,2.5,16.08039921,0
5.363298742,5,16.24417279,0
5.374465226,5,16.40069199,0
5.385678166,5,16.54891502,0
5.396937854,5,16.68776704,0
5.40824458,5,16.81615726,0
5.41959864,5,16.9329997,0
5.431000331,5,17.03723728,0
5.442449951,5,17.12786831,0
5.453947804,5,17.20397459,0
5.465494193,5,17.26474956,0
5.477089425,5,17.30952497,0
5.488733811,5,17.33779438,0
5.500427661,5,17.34923171,0
5.512171292,5,17.34370363,0
5.523965021,5,17.3212747,0
5.535809167,5,17.28220482,0
5.547704055,5,17.22693941,0
5.559650009,5,17.15609274,0
5.571647358,5,17.07042605,0
5.583696434,5,16.97082179,0
5.595797571,5,16.85825577,0
5.607951105,5,16.73376887,0
5.620157377,5,16.59843987,0
5.63241673,5,16.45336042,0
5.64472951,5,16.29961307,0
5.657096064,5,16.13825283,0
5.669516746,-9,0,0
5.68199191,-9,0,0
5.694521915,-9,0,0
5.707107121,-9,0,0
5.719747893,-9,0,0
5.732444598,-9,0,0
5.745197608,0,15.01655598,0
5.758007296,0,15.31505601,0
5.770874039,0,15.62416527,0
5.78379822,0,15.94466458,0
5.796780221,0,16.27742411,0
5.80982043,0,16.62341752,0
5.822919238,0,16.98373903,0
5.83607704,0,17.35962416,0
5.849294233,0,17.75247505,0
5.86257122,0,18.16389179,0
5.875908406,0,18.59571141,0
5.889306199,0,19.05005693,0
5.902765012,0,19.52939976,0
5.916285262,0,20.03664006,-0.4
5.929867367,0,20.5752115,-0.4
21.22238629,0,21.14922006,-0.4
36.54917197,0,21.75262783,0.4
51.90701221,2.5,22.33358178,-0.4
52.01151988,2.5,22.81900129,-0.4
67.39520068,2.5,23.32978637,-0.4
82.79694894,5,23.69611931,-0.1
98.20790983,5,23.87362226,-0.1
102.1593577,5,23.83759674,-0.1
106.1091191,5,23.74817103,-0.1
110.0565589,5,23.60809984,-0.1
114.0010568,5,23.41970944,-0.1
117.9420108,5,23.18690126,-0.1
121.8788408,-9,0,0.4
125.810992,-9,0,0.4
114.4590637,5,22.26861005,-0.1
99.30043234,5,22.06405709,-0.1
99.43074492,5,22.03443678,-0.1
103.3806778,5,22.00488798,-0.1
107.3287426,5,21.93217536,-0.1
111.2743142,5,21.81845408,-0.1
115.2167828,5,21.66481441,-0.1
119.1555578,5,21.47403349,-0.1
123.0900718,5,21.25009789,-0.1
127.019783,-9,0,0.4
130.9441789,5,20.71518113,-0.1
119.5839039,5,20.41115397,-0.1
123.5173358,5,20.21163835,-0.1
127.4459341,0,20.12335793,0.4
131.3691921,0,20.66512133,0.4
120.0077605,0,21.24601608,0.4
104.8415211,0,21.8491681,0.4
89.68830389,-2.5,22.42799485,0.4
74.53942287,-2.5,22.92980831,0.4
59.38591528,-5,23.29957998,0.1
44.21911377,-5,23.49200257,0.1
40.49036199,-5,23.48070648,0.1
36.75548509,-5,23.4178433,0.1
33.01409806,-5,23.3048085,0.1
29.26583732,-5,23.14403022,0.1
25.5103625,-5,22.93879737,0.1
21.74735828,0,23.12174826,-0.4
17.97653614,0,23.88375242,-0.4
29.47651076,0,24.72737634,0.4
44.82059649,2.5,25.61772582,-0.4
44.91416542,2.5,26.46907548,-0.4
60.28691642,5,27.41347043,-0.1
75.68140254,5,28.23216795,-0.1
79.6301735,5,28.80310076,-0.1
83.58096096,5,29.31903017,-0.1
